attn_cue,left_ob,right_ob,congruent,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,welcome.started,welcome.stopped,text_2.started,text_2.stopped,init_key_resp.keys,init_key_resp.rt,init_key_resp.started,init_key_resp.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,block_num,texter.started,texter.stopped,cross.started,cross.stopped,left_star.started,left_star.stopped,right_star.started,right_star.stopped,left_2.started,left_2.stopped,right_2.started,right_2.stopped,key_resp.keys,key_resp.started,key_resp.stopped,Rand Tim,text.started,text.stopped,key_resp.rt,end.started,end.stopped,text_6.started,text_6.stopped,text_7.started,text_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
right,1.0,0.75,0,0,0,0,0,1,0,1,0,1,2,12,1,,,,,,,,,,,,,,,10s,339.7607252879534,340.7605286629405,340.7545606158674,None,341.74842080590315,347.41455996292643,341.74842080590315,347.41455996292643,347.41455996292643,None,347.41455996292643,None,space,347.41455996292643,None,5.6631,347.82069376902655,None,0.27713057096116245,,,,,,,DEC004,001,2022_May_18_1431,2-25_cond_decay_EYE-try,2021.2.3,164.97306459079215,
left,0.75,1.0,0,0,0,0,0,1,0,1,0,1,3,13,8,,,,,,,,,,,,,,,10s,348.881387519883,349.8813480839599,349.87534325988963,None,350.8751321178861,360.03264765487984,350.8751321178861,360.03264765487984,360.03264765487984,None,360.03264765487984,None,space,360.03264765487984,None,9.1578,360.53712153900415,None,0.37105088494718075,,,,,,,DEC004,001,2022_May_18_1431,2-25_cond_decay_EYE-try,2021.2.3,164.97306459079215,
left,0.75,1.0,0,0,0,0,0,1,0,1,0,1,4,14,2,,,,,,,,,,,,,,,10s,361.5911590438336,362.5958551398944,362.5836448939517,None,363.5844168618787,365.4266652408987,363.5844168618787,365.4266652408987,365.4266652408987,None,365.4266652408987,None,space,365.4266652408987,None,1.8425,365.90025404887274,None,0.3450413078535348,,,,,,,DEC004,001,2022_May_18_1431,2-25_cond_decay_EYE-try,2021.2.3,164.97306459079215,
left,0.75,1.0,0,0,0,0,0,1,0,1,0,1,5,15,6,,,,,,,,,,,,,,,10s,366.94891522382386,367.95362026500516,367.941142387921,None,368.94179408904165,375.03853059303947,368.94179408904165,375.03853059303947,375.03853059303947,None,375.03853059303947,None,space,375.03853059303947,None,6.0944,375.5113904320169,None,0.3411652031354606,,,,,,,DEC004,001,2022_May_18_1431,2-25_cond_decay_EYE-try,2021.2.3,164.97306459079215,
right,1.0,0.75,0,0,0,0,0,1,0,1,0,1,6,16,3,,,,,,,,,,,,,,,10s,376.56591616990045,377.56601294199936,377.5599667108618,None,378.55960058188066,386.2881344270427,378.55960058188066,386.2881344270427,386.2823233718518,None,386.2823233718518,None,space,386.2823233718518,None,7.724,386.70542986900546,None,0.2893685989547521,,,,,,,DEC004,001,2022_May_18_1431,2-25_cond_decay_EYE-try,2021.2.3,164.97306459079215,
right,1.0,0.75,0,0,0,0,0,1,0,1,0,1,7,17,4,,,,,,,,,,,,,,,10s,387.7536585708149,388.75339173385873,388.7418942139484,None,389.74123477586545,391.3415802079253,389.74123477586545,391.3415802079253,391.3415802079253,None,391.3415802079253,None,space,391.3415802079253,None,1.5975,391.8259492989164,None,0.3501314069144428,,,,,,,DEC004,001,2022_May_18_1431,2-25_cond_decay_EYE-try,2021.2.3,164.97306459079215,
right,1.0,0.75,0,0,0,0,0,1,0,1,0,1,8,18,5,,,,,,,,,,,,,,,10s,392.8683815768454,393.86892163497396,393.8626787860412,None,394.8622647768352,403.874500653008,394.8622647768352,403.874500653008,403.8686768070329,None,403.8686768070329,None,space,403.8686768070329,None,9.0038,404.3290866529569,None,0.327019764110446,,,,,,,DEC004,001,2022_May_18_1431,2-25_cond_decay_EYE-try,2021.2.3,164.97306459079215,
right,0.75,1.0,1,0,0,0,0,1,0,1,0,1,9,19,9,,,,,,,,,,,,,,,10s,405.3711188668385,406.3716984668281,406.3657048989553,None,407.3655803988222,413.1172186729964,407.3655803988222,413.1172186729964,413.1172186729964,None,413.1172186729964,None,space,413.1172186729964,None,5.7506,413.59679232002236,None,0.350480813998729,,,,,,,DEC004,001,2022_May_18_1431,2-25_cond_decay_EYE-try,2021.2.3,164.97306459079215,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEC004,001,2022_May_18_1431,2-25_cond_decay_EYE-try,2021.2.3,164.97306459079215,
left,1.0,0.75,1,0,0,0,0,2,0,2,0,0,0,0,8,,,,,,,,,414.4930208809674,None,414.4930208809674,None,414.4930208809674,None,3s,415.92319168988615,416.9226269829087,416.91661341581494,None,417.9106035709847,420.0434821660165,417.9106035709847,420.0434821660165,420.0434821660165,None,420.0434821660165,None,space,420.0434821660165,None,2.1299,420.47395398584194,None,0.2962171060498804,,,,,,,DEC004,001,2022_May_18_1431,2-25_cond_decay_EYE-try,2021.2.3,164.97306459079215,
